name,categories,business_id,stars,city,text,stars
"Pine Cone Restaurant",Restaurants,JwUE5GmEO-sH1FuwJgKBlQ,4,"De Forest","A delicious breakfast.  Amazing fresh bakery and pastry items.  HOWEVER, the parkinglot/gas station area is filthy.  Strewn with debris, dead cars, broken glass.  If you judge a book by this cover you would NEVER venture inside.  I hope the Mgr.  sees this and cleans up.",4
"Pine Cone Restaurant",Restaurants,JwUE5GmEO-sH1FuwJgKBlQ,4,"De Forest","Don't be fooled because it's in a truck stop, truckers know where there are good places to eat. Stop here just for the desserts, I bought an eclair that must have weighed a pound, delicious, like they are supposed to be made. Cream Puffs look like they wouldn't fit in a one pound coffee can... grin. Don't miss this place...",5
"Pine Cone Restaurant",Restaurants,JwUE5GmEO-sH1FuwJgKBlQ,4,"De Forest","Continuing on my Saturday morning hangover theme: there's just something about a plateful of greasy food when you're slightly hung over that makes it all better. The Pine Cone has down-home, rib-sticking, greasy food in spades.  The SO and I split the chicken fried steak, which comes with plenty of toast, hashbrowns, and two eggs.  I could'nt finish mine!  The gravy must be the same that they use for biscuits and gravy, because it tasted sausage-y, and as my plate sat there I could see the grease rising to the top.  BUT--I didn't come here in search of health food, and it was just what the doctor ordered. I'll work out later.",3
"Pine Cone Restaurant",Restaurants,JwUE5GmEO-sH1FuwJgKBlQ,4,"De Forest","Some times Jane and Michael Stern are on point and other times the story of the place beats the food.  I would definitely return to the Pine Cone.  It's a bakery and diner attached to a truck stop on the Wisconsin highway.  I live in Chicago and work in a famous Mexican restaurant and I get up to Wisconsin for the old school steak and butter as much as possible: it gives me the energy to do my job.  Pine Cone has eclairs and cream puffs the size of my cat.  And I got a pig cookie.  This little truck stop gives me the big energy to get even deeper into steak and butter territory.",5
"Pine Cone Restaurant",Restaurants,JwUE5GmEO-sH1FuwJgKBlQ,4,"De Forest","I like this location better than the one near Johnson's creek.  It is a bit tight when you walk in, but the charm soon takes over.  

I was not really impressed by the food.  However, their pastries won my over.  Try it all!  The pie was delicious.  I went with a simple apple selection.  Delicious, perfection.  It is nothing crazy, no fancy name but truthfully one of the best piece of classic apple you can find around here.  

The service is a little slow but once again, it is a small restaurant with lots of charm.  You get what you get and I love it.  It is near a Christmas tree farm so it is the perfect place to stop and get some cocoa on your way.",4
"Pine Cone Restaurant",Restaurants,JwUE5GmEO-sH1FuwJgKBlQ,4,"De Forest","This place was excellent. We were a little nervous because it is in a truck stop but the food was absolutely delicious and the service was fast and friendly.",5
"Pine Cone Restaurant",Restaurants,JwUE5GmEO-sH1FuwJgKBlQ,4,"De Forest","OMG!  The bakery items at Pinecone are AMAZING!   Cinnamon rolls as big as your head and absolutely scrumptious!   The food in the restaurant is great for truck stop food.  We've only come for breakfast but stop every single time we head up to Rhinelander,  WI.  Do NOT miss this place if even only for their baked goods!",5
"Deforest Family Restaurant","American (Traditional);Restaurants",uGykseHzyS5xAMWoN6YUqA,4,"De Forest","A really lovely surprise on a rather horrific family road trip.

We were greeted at the door, the waitress was a peach, and the nice man who filled water/helped out was the sweetest guy ever. The food is also great if you're a fan of the diner-type grub; my hot turkey sandwich will live on in my dreams.

You can definitely tell the place has the old time appeal of a great family place as all the locals (mostly older people) know each other and it's clear it's the happening place for breakfast with the over-60 crowd (but hey, that says the food has to be pretty homestyle and tasty to me.)  

If you're headed down 94 and need a good lunch stop, make this it.",4
"Deforest Family Restaurant","American (Traditional);Restaurants",uGykseHzyS5xAMWoN6YUqA,4,"De Forest","Very nice and clean place to have breakfast or lunch",5
"Deforest Family Restaurant","American (Traditional);Restaurants",uGykseHzyS5xAMWoN6YUqA,4,"De Forest","I eat here regularily because it is consistently good.  Very large menu which makes it tough to choose but never disappointed!",5
"Deforest Family Restaurant","American (Traditional);Restaurants",uGykseHzyS5xAMWoN6YUqA,4,"De Forest","Unlimited hot coffee. I don't have any recollection of what I ate....

I wanted t give it four stars, but that would be a very generous review for a meal I cannot recall.

I know it was decently good, and it's like the only restaurant in Deforest.

For that, I give it four stars.",4
"Deforest Family Restaurant","American (Traditional);Restaurants",uGykseHzyS5xAMWoN6YUqA,4,"De Forest","Homestyle cooking at its best, dnt go to culvers, McDonald's or whatever trash is right off the hwy, head a bit further down u will find this gem, one of the reasons I love this place so much? They dnt play annoying music, scratch that, they don't play ANY music. People working here are super nice as to be expected. If I owned this joint, I would invest in a new bigger sign, as I drove right by this place and almost missed it twice.",5
"Deforest Family Restaurant","American (Traditional);Restaurants",uGykseHzyS5xAMWoN6YUqA,4,"De Forest","Nice simple homey diner. Very friendly staff, huge family friendly menu, salad bar. If you are on the road this beats the same old options.",4
"Deforest Family Restaurant","American (Traditional);Restaurants",uGykseHzyS5xAMWoN6YUqA,4,"De Forest","Love their breakfast menu & they have friendly waitstaff. We go there nearly every Friday for the last 4 yrs.  I love that they don't play any music.  It is quiet, conversational, and comfortable.",5
"Deforest Family Restaurant","American (Traditional);Restaurants",uGykseHzyS5xAMWoN6YUqA,4,"De Forest","Don't have time and/or cute outfits for Madison but want an alternative to Cracker Barrel? This is your stop. I started with the chicken dumpling soup. Simply divine, so much as to seriously tempt my veg accomplice. Cheese curds were another hit, far superior to those from the state fair.  Wraps, sammys, even the fried mushrooms were consistent, wholesome, and fresh. Service was on point, our waitress Brianna was business pro.  People watching was a little poor(s), to be expected in rural Midwest? I think our impassioned debate over drug use might have startled the crowd.

Nonetheless, not a Cracker Barrel. Takes Amex.",4
"Deforest Family Restaurant","American (Traditional);Restaurants",uGykseHzyS5xAMWoN6YUqA,4,"De Forest","Huge menu, fresh tasty food, reasonable prices.  Beats a chain highway place for sure. The chicken dumpling soup alone is worth a trip (fresh made every day and it caused my vegetable-phobic daughter to eat carrots and celery of her own voltion!);  the steak-cut French fries were great and the coconut cream pie was wonderful.",4
"Deforest Family Restaurant","American (Traditional);Restaurants",uGykseHzyS5xAMWoN6YUqA,4,"De Forest","Food was very good. I had the Reuben sandwich. My only suggestion is that the waitress should check back more often to see if we need anything. Otherwise, I recommend it.",4
"Deforest Family Restaurant","American (Traditional);Restaurants",uGykseHzyS5xAMWoN6YUqA,4,"De Forest"," that is while we waited 10 minutes standing at the register. I wouldn't go back to this restaurant because I think my time is worth more than they treated it but could be nice for those who think differently."",2
"Deforest Family Restaurant","American (Traditional);Restaurants",uGykseHzyS5xAMWoN6YUqA,4,"De Forest","Nice clean place with a very friendly staff.  Great homemade chicken dumpling soup and a very tasty club sandwich.  Decor is outdated, but not sloppy. Good local place to bring the family.",4
Culver's,"Food;Ice Cream & Frozen Yogurt;Fast Food;Restaurants",LRKJF43s9-3jG9Lgx4zODg,4.5,"De Forest","Californians are all about the In-N-Out, where you can get your burger animal style. And the Midwest is all about Culver's, where the Butter Burger is the thing to order.

C. and I ate lunch here on our way between Milwaukee and Mosinee before going to my folks for Christmas. I got a cheddar burger with fries, and C. got the two-piece chicken dinner with mashed potatoes and green beans.

That's one of the things I love about Culver's. Yes, it's a fast food restaurant. But they also do family restaurant food well. The chicken was good and the green beans really fresh, C. said. Fast food you can feel good about.

I also got a frozen custard, their flavor of the day: Swiss almond Christmas or something like that. Chocolate custard with slivered almonds. Yummo.",5
Culver's,"Food;Ice Cream & Frozen Yogurt;Fast Food;Restaurants",LRKJF43s9-3jG9Lgx4zODg,4.5,"De Forest","I wanted ice cream so my husband pulled off the highway at this Culver's. We opted to get the flavor of the day (cookie dough craving). I was disappointed to find that it was a chocolate custard with TONS of cookie dough chunks because I like custard and not just the mix-ins, etc. but it was overall a decent sundae. I'll just stick to vanilla next time!",4
Culver's,"Food;Ice Cream & Frozen Yogurt;Fast Food;Restaurants",LRKJF43s9-3jG9Lgx4zODg,4.5,"De Forest","Next to Chick-Fil-A, Culver's is my fav fast food chain.  Rarely is a snowboarding trip complete without Culver's to top off the day.

The butter burgers hit the spot (though mine was heavy on the red onions; good thing those are easily removeable), and the fried cheese curds are to die for.  You don't find those floating around just anywhere.  But if there is anything you MUST get, it's a cup of the frozen custard.  Damn, that's good stuff.",5
Culver's,"Food;Ice Cream & Frozen Yogurt;Fast Food;Restaurants",LRKJF43s9-3jG9Lgx4zODg,4.5,"De Forest","Go-to meal: cheddar butter burger, fried cheese curds, and flavor of the day custard.

The difference between a deluxe burger and cheddar butter burger is that in the deluxe, you'll get American cheese.  And you have to pay 25 cents extra to add lettuce, tomato, etc. to the cheddar butter burger.  File that away in your memory bank.",5
Culver's,"Food;Ice Cream & Frozen Yogurt;Fast Food;Restaurants",LRKJF43s9-3jG9Lgx4zODg,4.5,"De Forest","Really good stuff!! The custard was great! I loved it and when I am back in the old USA I can only hope I will cross paths with another culvers.

You know what the thing is with culvers? You actually don't need that much, it's sort of like eating cake batter or cookie dough. You can only have so much before you start getting that sickly feeling and start stirring that plastic spoon around and staring down the custard and wondering why you dont wanna finish. Yeah it's custard and it's heavy especially when you add every kind of peanut butter chocholate bar to the mix.Let me tell you those first five spoonfuls are pure goodness then it goes downhill. Less is more with this stuff let me tell you! Next time I am getting the smallest size, and I will be far more pleased and not guilty I threw out a mega size bucket. Hahaha!",4
Culver's,"Food;Ice Cream & Frozen Yogurt;Fast Food;Restaurants",LRKJF43s9-3jG9Lgx4zODg,4.5,"De Forest","My meaty goodness...why isn't Culvers a nationwide chain?  This bacon cheese burger is way too good to come out of a fastfood drive through window.  I had a nice little picnic on the tailgate of my pickup (driving cross country....long story).  I could not believe how great this burger was. 

The amazing part is the onion rings might be better than the burger.

If you're passing through Wisconsin, you need to stop at Culvers.",4
Culver's,"Food;Ice Cream & Frozen Yogurt;Fast Food;Restaurants",LRKJF43s9-3jG9Lgx4zODg,4.5,"De Forest","Love it!!!!! Love it!!!!!! love it!!!!!!!   Who doesn't love Culver's!",5
Culver's,"Food;Ice Cream & Frozen Yogurt;Fast Food;Restaurants",LRKJF43s9-3jG9Lgx4zODg,4.5,"De Forest","Everything was great except for the burgers they are greasy and very charred compared to other stores.",3
"Chang Jiang Chinese Kitchen",Chinese;Restaurants,RgDg-k9S5YD_BaxMckifkg,4,"De Forest","I really like both Chinese restaurants in town.  This one has outstanding crab rangoon.  Love the chicken with snow peas and mushrooms and General Tso Chicken.  Food is always ready in 10 minutes which is accurate.  Good place and they give you free pop.",5
"Chang Jiang Chinese Kitchen",Chinese;Restaurants,RgDg-k9S5YD_BaxMckifkg,4,"De Forest","Above average takeout with friendly staff. The sauce on the pan fried noodle is tasty. Dumplings are quite good.",3
"Chang Jiang Chinese Kitchen",Chinese;Restaurants,RgDg-k9S5YD_BaxMckifkg,4,"De Forest","We order from Chang Jiang often and have never been disappointed.  The menu is huge, and can accomodate anyone's taste buds.  The service is quick, usually ready in 10 minutes.",4
"Charter Communications","Television Stations;Mass Media",oLctHIA1AxmsgOuu4dM6Vw,1.5,"Mc Farland","If you live in Madison, you too probably have a love/hate relationship with Charter.  It's nice to have high speed Internet without having to buy a useless cable package, however it kind of sucks that the service is insanely inconsistent.  As someone who has spent countless hours with customer service representatives ranging from inadequate to empathetic and resourceful, I have no idea where the problem lies with their service.  (a.k.a. why am I not consistently getting the Internet service that I both adore and pay so much for?) However those of us who just want high-speed Internet without phone or cable one just sort of has to suck it up as this is really the only option.",3
"Charter Communications","Television Stations;Mass Media",oLctHIA1AxmsgOuu4dM6Vw,1.5,"Mc Farland","My arch-enemy.

I've never encountered a company with such an astounding lack of customer service.  Their monopoly on the local market doesn't help either.

UPDATE: after posting this review, a customer service rep contacted me regarding my problem.  I had a rather pleasant email exchange with the reps.  We still weren't able to correct my problem but for finding an employee that was willing to go above and beyond, they gain an extra star.",2
"Charter Communications","Television Stations;Mass Media",oLctHIA1AxmsgOuu4dM6Vw,1.5,"Mc Farland","They charge more than the services they provide are worth.  Since they currently have a monopoly on cable tv in the madison area there is nothing anyone can do about it.",1
"Charter Communications","Television Stations;Mass Media",oLctHIA1AxmsgOuu4dM6Vw,1.5,"Mc Farland","there should be a negative rating on here.  one star is way to high.
i am sick and tired of how the cable box is never working their solution? KEEP RESETTING THE BOX... YES IT IS MY JOB TO MAKE SURE I GET MY SERIVCE ON A DAILY BASIS.  IT'S NOT THEIRS TO MAKE SURE IT WORK.  Plus they have poor customer service but I don't blame the people that answer the phones but the people who st the rules to nickel and dime it's customers. 

charter is horrible and since i coudn't get thru to complain on the phone here is my truth.  Charter is the worst.",1
"Charter Communications","Television Stations;Mass Media",oLctHIA1AxmsgOuu4dM6Vw,1.5,"Mc Farland","Used Charter for a couple of years. Just ditched them and I couldn't be happier. Shortly after we first started with Charter our connection went out, took them days to send someone out and it turned out they'd disconnected us for no reason at all. Thanks Charter. Fast forward to the recent past when our bill went up, I called up to try and get a new promotional rate because I'm no paying $60 for internet that bombs out briefly a couple times a day. They said they couldn't do anything better than their listed rate. 
After that I decided to downgrade to their lowest speed for the time being in order to save some money. When I called up to do so they transferred me to retentions and magically they offered me a better rate. Turned out they were lying and there was an additional charge on top of that because I wasn't bundling serviced (I have no interest in rotting my brain out watching cable TV or having a phone that I can't take with me in my pocket), when I complained and asked for the original rate the supervisor did not apologize and said the last person I talked to must have assumed I knew about the extra fee. When I told her I wanted the original rate she said there was nothing she could do, what is the point of having a retentions department if the best they can do is what is listed on the website?
Finally I organized DSL with AT&T which was simple and easy and did not require a visit for installation. I just plugged the DSL modem in and called customer service who guided me through the set up. When I called to cancel with Charter they offered me the original rate but I'm pretty sure it would have been the same thing again. After calling to disconnect I got several calls from Charter trying to get my business back if perhaps they offered me a really good rate but by that point they'd managed to blow whatever shred of credibility they had left in my mind. Since I don't trust their billing practices I had no interest in continuing business with them any longer and am now much happier for it!",1
"Charter Communications","Television Stations;Mass Media",oLctHIA1AxmsgOuu4dM6Vw,1.5,"Mc Farland","In my opinion, Charter Communications is just terrible.  They have been unreliable, unhelpful, rude and incapable of providing an acceptable level of service.  The customer service representatives are like talking to pre-programed robots, even in the midst of a prolonged service outage, their main goal is to sell more worthless services. Avoid this company like the plague.",1
"Charter Communications","Television Stations;Mass Media",oLctHIA1AxmsgOuu4dM6Vw,1.5,"Mc Farland","By far the worst company I have ever worked wit. If you can avoid Charter do so at all costs. Absolutely terrible customer service and SCAMMERS. I have to call every bill I get because they add charges. 
I have had to call about TV and internet about 10 times in 2 months.",1
"Air Quality Systems","Home Services;Heating & Air Conditioning/HVAC",ZW2WeP2Hp20tq0RG1NFkoQ,2,"Mc Farland","Do NOT. I repeat - do not do business with this company. 

We purchased a furnace with an extended warranty. The warranty was for 650.00 and we were told it would cover any defects, issues etc. Within 2 years the blower motor went out on a Friday. They advised us it would be 198.00 per hour since it was overtime. This was at 3pm on a Friday. They told me to read the fine print..... you know the drill. Finally after much run around I was told we would have a man out for no charge Monday morning at 8am. Of course no one showed up. after 3 more calls and missed times finally we had a tech arrive at 12noon. They do NOT do what they say, they are rude, and not the least bit proactive. Beware of any promises the sales persons make and any comittments the company makes.",1
"Air Quality Systems","Home Services;Heating & Air Conditioning/HVAC",ZW2WeP2Hp20tq0RG1NFkoQ,2,"Mc Farland","We called them once to fix our heat, -$200. We called them, again, -$500. Oh and that was without giving us an estimate. Just making the repairs and sending us a bill. And the system was still broken. We finally called another company and the problem was fixed. HVAC problems can be tough, but there isn't much reason to take a chance with this company. There are plenty of other HVAC companies who are more competent and communicative.",1
"Air Quality Systems","Home Services;Heating & Air Conditioning/HVAC",ZW2WeP2Hp20tq0RG1NFkoQ,2,"Mc Farland"," and clearly don't care about making customers happy.  Don't waste your time on these losers."",1
"Air Quality Systems","Home Services;Heating & Air Conditioning/HVAC",ZW2WeP2Hp20tq0RG1NFkoQ,2,"Mc Farland","I was super nervous about using these guys due to the poor reviews, but I have a home warranty and the company chooses who we work with- I didn't have a choice.  I was pleasantly surprised.  We actually had to cancel our first appointment because we were having some major electrical work done that morning and the power was shut off at the time the appointment was supposed to be.  THEY actually called us a little later in the afternoon to find out how things were going and asked when they could send someone out.  They came out on time and got right to work.  The technician was nice and knowledgeable and explained to me that our A/C was shot (bad compressor and burned out wires- we were worried this might be the case after he said it was almost 20 years old).  I was glad to hear he knew about the warranty process and explained how that would all work too.  

So far, so good.  I'll be sure to update my review when they actually repair or replace the A/C (it's pending approval from the warranty company at the moment).",5
"McFarland Public Library","Libraries;Public Services & Government",95p9Xg358BezJyk1wqzzyg,2.5,"Mc Farland","This public library is a short drive from our house.  During the school year you see a lot of students here from the neighboring schools.  During the summer a lot of Moms here w/ their toddlers and young preschoolers reading.  I don't go here much although my daughter does.  They're open til 8PM four days a week which is cool for those who work later in the day.

Before we replaced our printer, I was here frequently.  Some of the librarians can be snooty but whatever.  It's a small hometown type library but has what you need to relax and read or get some work done on their computers and printers.

A good-needed staple for the area.


INFO:

Monday-Thursday: 9-8
Friday-Saturday: 9-5:30
Sunday: 12-3

CLOSED: January 1, Easter Sunday, Memorial Day, July 4, Labor Day, Thanksgiving, December 24 & 25. Closing early at 5:30 on December 31.",3
"McFarland Public Library","Libraries;Public Services & Government",95p9Xg358BezJyk1wqzzyg,2.5,"Mc Farland","The library is a nice, clean facility with good, diverse resources for patrons. However, there is no designated quiet area that is closed off from the noise/speaking that happens in the front of the library. There is a quiet reading room, but it is not closed off, so the noise easily travels back there. Additionally, there are hardly ANY outlets near tables, so if you need to study using a computer, you're quite possibly out of luck. Overall, I expect a quiet area to study in a library, and this one doesn't necessarily deliver. More outlets would also make it a better studying spot.",3
"McFarland Public Library","Libraries;Public Services & Government",95p9Xg358BezJyk1wqzzyg,2.5,"Mc Farland","Needs more books and homeless people. DVD collection didn't include Jingle All The Way and the place feels off putting. One star.",2
"McFarland Public Library","Libraries;Public Services & Government",95p9Xg358BezJyk1wqzzyg,2.5,"Mc Farland","I've had a copy of Jingle All The Way since it came out and they haven't charged me a late fee yet. Talk about refusing to enforce the laws.",2
